"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"01.01.2018","1.308,70","1.305,80","1.309,70","1.304,60","-","-5,98%"
"02.01.2018","1.400,10","1.400,10","1.400,10","1.400,10","0,00K","6,98%"
"03.01.2018","1.404,00","1.399,00","1.399,00","1.399,00","0,00K","0,28%"
"04.01.2018","1.407,30","1.407,30","1.407,30","1.407,30","0,00K","0,24%"
"05.01.2018","1.408,30","1.408,30","1.408,30","1.408,30","0,00K","0,07%"
"08.01.2018","1.407,40","1.407,40","1.407,40","1.407,40","0,04K","-0,06%"
"09.01.2018","1.401,30","1.398,00","1.398,00","1.398,00","0,00K","-0,43%"
"10.01.2018","1.408,30","1.408,30","1.408,30","1.408,30","0,00K","0,50%"
"11.01.2018","1.411,40","1.411,40","1.411,40","1.411,40","0,01K","0,22%"
"12.01.2018","1.425,70","1.425,70","1.425,70","1.425,70","0,01K","1,01%"
"14.01.2018","1.337,40","1.337,70","1.338,60","1.336,40","-","-6,19%"
"15.01.2018","1.341,80","1.337,30","1.344,90","1.337,00","-","0,33%"
"16.01.2018","1.428,10","1.428,10","1.428,10","1.428,10","0,01K","6,43%"
"17.01.2018","1.431,00","1.431,00","1.431,00","1.431,00","0,03K","0,20%"
"18.01.2018","1.419,00","1.419,00","1.419,00","1.419,00","0,21K","-0,84%"
"19.01.2018","1.425,90","1.425,90","1.425,90","1.425,90","0,05K","0,49%"
"22.01.2018","1.429,60","1.429,60","1.429,60","1.429,60","0,16K","0,26%"
"23.01.2018","1.434,20","1.434,20","1.434,20","1.434,20","0,05K","0,32%"
"24.01.2018","1.456,30","1.456,30","1.456,30","1.456,30","0,02K","1,54%"
"25.01.2018","1.463,10","1.463,10","1.463,10","1.463,10","0,00K","0,47%"
"26.01.2018","1.453,70","1.453,70","1.453,70","1.453,70","0,05K","-0,64%"
"29.01.2018","1.441,30","1.441,30","1.441,30","1.441,30","0,00K","-0,85%"
"30.01.2018","1.436,20","1.436,20","1.436,20","1.436,20","52,10K","-0,35%"
"31.01.2018","1.439,40","1.439,40","1.439,40","1.439,40","4,88K","0,22%"
"01.02.2018","1.445,10","1.445,10","1.445,10","1.445,10","1,68K","0,40%"
"02.02.2018","1.434,60","1.434,60","1.434,60","1.434,60","2,84K","-0,73%"
"05.02.2018","1.432,90","1.432,90","1.432,90","1.432,90","0,64K","-0,12%"
"06.02.2018","1.425,40","1.425,40","1.425,40","1.425,40","0,53K","-0,52%"
"07.02.2018","1.410,70","1.410,70","1.410,70","1.410,70","0,49K","-1,03%"
"08.02.2018","1.414,80","1.414,80","1.414,80","1.414,80","0,46K","0,29%"
"09.02.2018","1.410,10","1.410,10","1.410,10","1.410,10","0,00K","-0,33%"
"12.02.2018","1.420,90","1.420,90","1.420,90","1.420,90","0,14K","0,77%"
"13.02.2018","1.424,80","1.424,80","1.424,80","1.424,80","0,07K","0,27%"
"14.02.2018","1.452,90","1.452,90","1.452,90","1.452,90","0,40K","1,97%"
"15.02.2018","1.451,50","1.451,50","1.451,50","1.451,50","0,11K","-0,10%"
"16.02.2018","1.452,80","1.452,80","1.452,80","1.452,80","0,11K","0,09%"
"18.02.2018","1.350,50","1.349,70","1.352,40","1.349,70","-","-7,04%"
"19.02.2018","1.347,80","1.350,40","1.353,90","1.347,40","-","-0,20%"
"20.02.2018","1.428,40","1.428,40","1.428,40","1.428,40","0,28K","5,98%"
"21.02.2018","1.430,60","1.430,60","1.430,60","1.430,60","0,12K","0,15%"
"22.02.2018","1.431,40","1.431,40","1.431,40","1.431,40","0,07K","0,06%"
"23.02.2018","1.429,00","1.429,00","1.429,00","1.429,00","0,43K","-0,17%"
"26.02.2018","1.433,10","1.433,10","1.433,10","1.433,10","0,04K","0,29%"
"27.02.2018","1.419,60","1.419,60","1.419,60","1.419,60","0,05K","-0,94%"
"28.02.2018","1.419,20","1.419,20","1.419,20","1.419,20","0,06K","-0,03%"
"01.03.2018","1.406,00","1.406,00","1.406,00","1.406,00","0,04K","-0,93%"
"02.03.2018","1.424,20","1.424,20","1.424,20","1.424,20","0,16K","1,29%"
"05.03.2018","1.420,50","1.420,50","1.420,50","1.420,50","0,02K","-0,26%"
"06.03.2018","1.435,90","1.435,90","1.435,90","1.435,90","0,02K","1,08%"
"07.03.2018","1.427,90","1.427,90","1.427,90","1.427,90","0,03K","-0,56%"
"08.03.2018","1.423,70","1.423,70","1.423,70","1.423,70","0,06K","-0,29%"
"09.03.2018","1.428,00","1.428,00","1.428,00","1.428,00","0,09K","0,30%"
"12.03.2018","1.424,80","1.424,80","1.424,80","1.424,80","0,00K","-0,22%"
"13.03.2018","1.431,40","1.433,40","1.433,40","1.433,40","0,00K","0,46%"
"14.03.2018","1.429,70","1.429,70","1.429,70","1.429,70","0,03K","-0,12%"
"15.03.2018","1.421,70","1.421,70","1.421,70","1.421,70","0,10K","-0,56%"
"16.03.2018","1.416,30","1.416,30","1.416,30","1.416,30","0,03K","-0,38%"
"19.03.2018","1.421,70","1.421,70","1.421,70","1.421,70","0,01K","0,38%"
"20.03.2018","1.416,20","1.416,20","1.416,20","1.416,20","0,00K","-0,39%"
"21.03.2018","1.426,60","1.426,60","1.426,60","1.426,60","0,01K","0,73%"
"22.03.2018","1.432,20","1.432,20","1.432,20","1.432,20","0,00K","0,39%"
"23.03.2018","1.455,00","1.455,00","1.455,00","1.455,00","0,01K","1,59%"
"26.03.2018","1.461,00","1.461,00","1.461,00","1.461,00","0,01K","0,41%"
"27.03.2018","1.447,80","1.447,80","1.447,80","1.447,80","0,01K","-0,90%"
"28.03.2018","1.428,90","1.428,90","1.428,90","1.428,90","59,28K","-1,31%"
"29.03.2018","1.426,00","1.426,00","1.426,00","1.426,00","5,59K","-0,20%"
"02.04.2018","1.445,80","1.445,80","1.445,80","1.445,80","0,65K","1,39%"
"03.04.2018","1.436,50","1.436,50","1.436,50","1.436,50","0,70K","-0,64%"
"04.04.2018","1.439,70","1.439,70","1.439,70","1.439,70","0,72K","0,22%"
"05.04.2018","1.428,10","1.428,10","1.428,10","1.428,10","0,26K","-0,81%"
"06.04.2018","1.435,90","1.435,90","1.435,90","1.435,90","0,35K","0,55%"
"09.04.2018","1.439,60","1.439,60","1.439,60","1.439,60","0,29K","0,26%"
"10.04.2018","1.445,50","1.445,50","1.445,50","1.445,50","0,11K","0,41%"
"11.04.2018","1.460,00","1.460,00","1.460,00","1.460,00","0,00K","1,00%"
"12.04.2018","1.441,40","1.441,40","1.441,40","1.441,40","0,03K","-1,27%"
"13.04.2018","1.447,90","1.447,90","1.447,90","1.447,90","0,07K","0,45%"
"16.04.2018","1.450,60","1.450,60","1.450,60","1.450,60","0,06K","0,19%"
"17.04.2018","1.449,30","1.449,30","1.449,30","1.449,30","0,41K","-0,09%"
"18.04.2018","1.453,50","1.460,10","1.460,10","1.460,10","0,00K","0,29%"
"19.04.2018","1.448,80","1.453,00","1.453,00","1.453,00","0,00K","-0,32%"
"20.04.2018","1.438,20","1.442,00","1.442,00","1.442,00","0,00K","-0,73%"
"23.04.2018","1.424,00","1.424,00","1.424,00","1.424,00","0,01K","-0,99%"
"24.04.2018","1.433,10","1.433,10","1.433,10","1.433,10","0,03K","0,64%"
"25.04.2018","1.422,90","1.422,90","1.422,90","1.422,90","0,28K","-0,71%"
"26.04.2018","1.418,00","1.418,00","1.418,00","1.418,00","0,01K","-0,34%"
"27.04.2018","1.423,60","1.423,60","1.423,60","1.423,60","0,62K","0,39%"
"30.04.2018","1.419,10","1.419,10","1.419,10","1.419,10","0,05K","-0,32%"
"01.05.2018","1.406,40","1.406,40","1.406,40","1.406,40","0,03K","-0,89%"
"02.05.2018","1.405,30","1.405,30","1.405,30","1.405,30","0,02K","-0,08%"
"03.05.2018","1.412,40","1.412,40","1.412,40","1.412,40","0,00K","0,51%"
"04.05.2018","1.414,70","1.414,70","1.414,70","1.414,70","0,04K","0,16%"
"07.05.2018","1.414,20","1.414,20","1.414,20","1.414,20","0,00K","-0,04%"
"08.05.2018","1.413,80","1.413,80","1.413,80","1.413,80","0,34K","-0,03%"
"09.05.2018","1.413,00","1.413,50","1.413,50","1.413,30","0,03K","-0,06%"
"10.05.2018","1.422,10","1.422,10","1.422,10","1.422,10","0,01K","0,64%"
"11.05.2018","1.420,40","1.420,40","1.420,40","1.420,40","0,00K","-0,12%"
"14.05.2018","1.417,90","1.417,90","1.417,90","1.417,90","0,00K","-0,18%"
"15.05.2018","1.389,80","1.405,30","1.405,30","1.405,30","0,00K","-1,98%"
"16.05.2018","1.392,10","1.392,10","1.392,10","1.392,10","0,03K","0,17%"
"17.05.2018","1.390,00","1.390,00","1.390,00","1.390,00","0,00K","-0,15%"
"18.05.2018","1.391,30","1.391,30","1.391,30","1.391,30","0,00K","0,09%"
"21.05.2018","1.391,10","1.391,10","1.391,10","1.391,10","0,05K","-0,01%"
"22.05.2018","1.392,10","1.392,10","1.392,10","1.392,10","0,05K","0,07%"
"23.05.2018","1.389,20","1.389,20","1.389,20","1.389,20","0,01K","-0,21%"
"24.05.2018","1.404,20","1.404,20","1.404,20","1.404,20","0,02K","1,08%"
"25.05.2018","1.403,20","1.403,20","1.403,20","1.403,20","0,00K","-0,07%"
"27.05.2018","1.298,30","1.299,80","1.299,90","1.296,10","-","-7,48%"
"28.05.2018","1.297,60","1.298,40","1.299,70","1.294,70","-","-0,05%"
"29.05.2018","1.393,70","1.393,70","1.393,70","1.393,70","0,08K","7,41%"
"30.05.2018","1.396,70","1.396,70","1.396,70","1.396,70","50,85K","0,22%"
"31.05.2018","1.395,00","1.395,00","1.395,00","1.395,00","4,08K","-0,12%"
"01.06.2018","1.390,10","1.392,40","1.392,40","1.392,40","0,00K","-0,35%"
"04.06.2018","1.389,50","1.389,60","1.390,50","1.389,60","0,00K","-0,04%"
"05.06.2018","1.394,50","1.394,50","1.394,50","1.394,50","0,36K","0,36%"
"06.06.2018","1.393,90","1.393,90","1.393,90","1.393,90","0,03K","-0,04%"
"07.06.2018","1.394,80","1.394,80","1.394,80","1.394,80","0,08K","0,06%"
"08.06.2018","1.394,80","1.394,80","1.394,80","1.394,80","0,65K","0,00%"
"11.06.2018","1.395,90","1.395,90","1.395,90","1.395,90","0,07K","0,08%"
"12.06.2018","1.392,20","1.392,20","1.392,20","1.392,20","0,15K","-0,27%"
"13.06.2018","1.393,90","1.393,90","1.393,90","1.393,90","0,14K","0,12%"
"14.06.2018","1.401,00","1.401,00","1.401,00","1.401,00","0,05K","0,51%"
"15.06.2018","1.369,70","1.369,70","1.369,70","1.369,70","0,59K","-2,23%"
"18.06.2018","1.371,50","1.371,50","1.371,50","1.371,50","0,04K","0,13%"
"19.06.2018","1.369,60","1.369,60","1.369,60","1.369,60","0,03K","-0,14%"
"20.06.2018","1.365,70","1.376,80","1.376,80","1.376,80","0,00K","-0,28%"
"21.06.2018","1.361,40","1.360,00","1.360,00","1.360,00","0,00K","-0,31%"
"22.06.2018","1.361,70","1.365,00","1.365,00","1.365,00","0,00K","0,02%"
"25.06.2018","1.359,60","1.353,70","1.353,70","1.353,70","0,00K","-0,15%"
"26.06.2018","1.350,00","1.350,00","1.350,00","1.350,00","0,09K","-0,71%"
"27.06.2018","1.345,50","1.345,50","1.345,50","1.345,50","0,01K","-0,33%"
"28.06.2018","1.340,00","1.340,00","1.340,00","1.340,00","0,38K","-0,41%"
"29.06.2018","1.343,70","1.343,70","1.343,70","1.343,70","0,05K","0,28%"
"02.07.2018","1.329,70","1.329,70","1.329,70","1.329,70","0,03K","-1,04%"
"03.07.2018","1.342,20","1.342,20","1.342,20","1.342,20","0,04K","0,94%"
"04.07.2018","1.258,10","1.256,20","1.262,40","1.255,30","-","-6,27%"
"05.07.2018","1.347,40","1.347,40","1.347,40","1.347,40","0,01K","7,10%"
"06.07.2018","1.344,60","1.344,60","1.344,60","1.344,60","0,01K","-0,21%"
"09.07.2018","1.348,80","1.348,80","1.348,80","1.348,80","0,04K","0,31%"
"10.07.2018","1.344,90","1.344,90","1.344,90","1.344,90","0,07K","-0,29%"
"11.07.2018","1.333,10","1.333,10","1.333,10","1.333,10","0,03K","-0,88%"
"12.07.2018","1.335,20","1.335,20","1.335,20","1.335,20","0,01K","0,16%"
"13.07.2018","1.329,00","1.327,00","1.327,00","1.327,00","0,00K","-0,46%"
"16.07.2018","1.327,50","1.327,50","1.327,50","1.327,50","0,00K","-0,11%"
"17.07.2018","1.314,60","1.320,00","1.320,00","1.320,00","0,03K","-0,97%"
"18.07.2018","1.315,00","1.315,00","1.315,00","1.315,00","0,00K","0,03%"
"19.07.2018","1.310,40","1.302,00","1.302,00","1.302,00","0,08K","-0,35%"
"20.07.2018","1.316,80","1.316,80","1.316,80","1.316,80","0,15K","0,49%"
"23.07.2018","1.310,70","1.307,60","1.307,60","1.307,60","0,00K","-0,46%"
"24.07.2018","1.310,80","1.310,80","1.310,80","1.310,80","0,04K","0,01%"
"25.07.2018","1.316,70","1.316,70","1.316,70","1.316,70","0,06K","0,45%"
"26.07.2018","1.311,50","1.311,50","1.311,50","1.311,50","0,00K","-0,39%"
"27.07.2018","1.309,00","1.309,00","1.309,00","1.309,00","0,00K","-0,19%"
"30.07.2018","1.307,70","1.306,90","1.309,10","1.301,90","0,01K","-0,10%"
"31.07.2018","1.309,80","1.309,80","1.309,80","1.309,80","2,72K","0,16%"
"01.08.2018","1.304,00","1.304,00","1.304,00","1.304,00","1,03K","-0,44%"
"02.08.2018","1.296,20","1.308,00","1.308,00","1.308,00","0,00K","-0,60%"
"03.08.2018","1.299,40","1.288,80","1.298,40","1.288,80","0,01K","0,25%"
"06.08.2018","1.293,60","1.302,80","1.305,00","1.298,60","0,01K","-0,45%"
"07.08.2018","1.294,20","1.294,20","1.294,20","1.294,20","0,72K","0,05%"
"08.08.2018","1.296,80","1.296,80","1.296,80","1.296,80","0,21K","0,20%"
"09.08.2018","1.295,80","1.295,80","1.295,80","1.295,80","0,04K","-0,08%"
"10.08.2018","1.294,60","1.294,60","1.294,60","1.294,60","0,08K","-0,09%"
"13.08.2018","1.274,10","1.274,10","1.274,10","1.274,10","0,01K","-1,58%"
"14.08.2018","1.275,90","1.273,40","1.273,40","1.273,40","0,00K","0,14%"
"15.08.2018","1.259,70","1.265,80","1.265,80","1.265,80","0,00K","-1,27%"
"16.08.2018","1.258,00","1.258,00","1.258,00","1.258,00","0,04K","-0,13%"
"17.08.2018","1.258,10","1.258,10","1.258,10","1.258,10","0,00K","0,01%"
"20.08.2018","1.267,50","1.266,00","1.266,00","1.266,00","0,00K","0,75%"
"21.08.2018","1.272,80","1.272,90","1.272,90","1.272,90","0,00K","0,42%"
"22.08.2018","1.275,80","1.280,20","1.280,20","1.278,20","0,00K","0,24%"
"23.08.2018","1.265,20","1.265,20","1.265,20","1.265,20","0,00K","-0,83%"
"24.08.2018","1.285,00","1.285,00","1.285,00","1.285,00","0,01K","1,56%"
"27.08.2018","1.288,00","1.288,00","1.288,00","1.288,00","0,15K","0,23%"
"28.08.2018","1.286,40","1.286,40","1.286,40","1.286,40","0,14K","-0,12%"
"29.08.2018","1.283,30","1.283,30","1.283,30","1.283,30","0,03K","-0,24%"
"30.08.2018","1.276,10","1.276,10","1.276,10","1.276,10","0,01K","-0,56%"
"31.08.2018","1.277,70","1.277,70","1.277,70","1.277,70","0,03K","0,13%"
"02.09.2018","1.204,90","1.206,20","1.206,60","1.204,50","-","-5,70%"
"03.09.2018","1.206,30","1.204,90","1.209,60","1.201,30","-","0,12%"
"04.09.2018","1.270,20","1.270,20","1.270,20","1.270,20","0,03K","5,30%"
"05.09.2018","1.272,60","1.266,10","1.271,90","1.266,10","0,01K","0,19%"
"06.09.2018","1.275,70","1.275,70","1.275,70","1.275,70","0,00K","0,24%"
