Date,Open,High,Low,Close,Adj Close,Volume
2012-06-01,1560.000000,1639.699951,1545.500000,1603.500000,1603.500000,11162
2012-07-01,1597.099976,1627.500000,1557.199951,1610.500000,1610.500000,257528
2012-08-01,1613.400024,1690.000000,1583.099976,1684.599976,1684.599976,11783
2012-09-01,1689.099976,1785.300049,1687.699951,1771.099976,1771.099976,25557
2012-10-01,1766.000000,1794.800049,1698.599976,1717.500000,1717.500000,2741
2012-11-01,1722.300049,1751.300049,1674.099976,1710.900024,1710.900024,345777
2012-12-01,1714.900024,1722.300049,1635.800049,1674.800049,1674.800049,7061
2013-01-01,1672.800049,1694.699951,1625.699951,1660.599976,1660.599976,197723
2013-02-01,1663.900024,1683.400024,1555.199951,1577.699951,1577.699951,11784
2013-03-01,1579.599976,1613.800049,1561.800049,1594.800049,1594.800049,223847
2013-04-01,1596.800049,1602.599976,1323.000000,1472.199951,1472.199951,14648
2013-05-01,1475.800049,1487.099976,1342.900024,1392.599976,1392.599976,222108
2013-06-01,1389.099976,1422.699951,1183.199951,1223.800049,1223.800049,12739
2013-07-01,1234.699951,1343.500000,1208.900024,1312.400024,1312.400024,186170
2013-08-01,1323.000000,1428.000000,1274.000000,1396.099976,1396.099976,10507
2013-09-01,1393.000000,1414.400024,1292.099976,1326.500000,1326.500000,17759
2013-10-01,1328.000000,1359.699951,1254.099976,1323.599976,1323.599976,2723
2013-11-01,1325.699951,1325.699951,1229.000000,1250.599976,1250.599976,270667
2013-12-01,1251.400024,1267.000000,1182.000000,1201.900024,1201.900024,14554
2014-01-01,1204.300049,1269.400024,1204.300049,1240.099976,1240.099976,189701
2014-02-01,1242.400024,1343.900024,1241.199951,1321.400024,1321.400024,11943
2014-03-01,1335.900024,1391.400024,1282.400024,1283.400024,1283.400024,255794
2014-04-01,1285.099976,1330.000000,1272.400024,1295.599976,1295.599976,8265
2014-05-01,1288.699951,1314.199951,1241.800049,1245.599976,1245.599976,211143
2014-06-01,1250.000000,1328.699951,1240.500000,1321.800049,1321.800049,10619
2014-07-01,1326.699951,1343.699951,1280.599976,1281.300049,1281.300049,224607
2014-08-01,1284.099976,1321.400024,1272.000000,1285.800049,1285.800049,9633
2014-09-01,1284.500000,1286.400024,1204.000000,1210.500000,1210.500000,27705
2014-10-01,1207.699951,1251.000000,1161.400024,1171.099976,1171.099976,4510
2014-11-01,1166.400024,1202.400024,1133.000000,1175.199951,1175.199951,299410
2014-12-01,1160.000000,1238.000000,1141.699951,1183.900024,1183.900024,11140
2015-01-01,1184.000000,1303.500000,1169.500000,1278.500000,1278.500000,258615
2015-02-01,1284.099976,1284.699951,1191.599976,1212.599976,1212.599976,8294
2015-03-01,1214.300049,1222.699951,1144.300049,1183.099976,1183.099976,215205
2015-04-01,1182.900024,1224.199951,1174.599976,1183.500000,1183.500000,328901746
2015-05-01,1178.099976,1228.099976,1170.000000,1189.400024,1189.400024,258123
2015-06-01,1190.599976,1204.000000,1164.000000,1172.099976,1172.099976,597263843
2015-07-01,1173.099976,1173.099976,1078.599976,1094.900024,1094.900024,216892
2015-08-01,1083.699951,1169.800049,1079.099976,1131.599976,1131.599976,1894250570
2015-09-01,1133.500000,1155.900024,1098.199951,1115.500000,1115.500000,9119
2015-10-01,1115.199951,1189.000000,1105.800049,1141.500000,1141.500000,4321
2015-11-01,1141.300049,1142.699951,1051.099976,1065.800049,1065.800049,1599812103
2015-12-01,1064.599976,1098.800049,1046.199951,1060.300049,1060.300049,10149
2016-01-01,1061.500000,1128.000000,1061.000000,1117.300049,1117.300049,2385571803
2016-02-01,1116.699951,1260.800049,1115.300049,1233.900024,1233.900024,13930
2016-03-01,1240.500000,1280.699951,1210.000000,1234.199951,1234.199951,244751
2016-04-01,1232.300049,1295.500000,1209.199951,1289.199951,1289.199951,9954
2016-05-01,1293.199951,1306.000000,1199.000000,1214.800049,1214.800049,1923146269
2016-06-01,1215.699951,1355.599976,1205.400024,1318.400024,1318.400024,13380
2016-07-01,1324.500000,1374.900024,1312.800049,1349.000000,1349.000000,281653
2016-08-01,1348.800049,1366.000000,1306.300049,1306.900024,1306.900024,11854
2016-09-01,1305.300049,1350.500000,1301.500000,1318.800049,1318.800049,765379220
2016-10-01,1313.500000,1316.800049,1248.900024,1271.500000,1271.500000,5775
2016-11-01,1279.300049,1318.599976,1167.900024,1170.800049,1170.800049,242622
2016-12-01,1172.699951,1186.699951,1123.900024,1150.000000,1150.000000,9972
2017-01-01,1154.400024,1223.000000,1146.500000,1208.599976,1208.599976,2539728596
2017-02-01,1211.900024,1263.099976,1197.900024,1252.599976,1252.599976,11087
2017-03-01,1247.800049,1257.699951,1196.199951,1247.300049,1247.300049,251026
2017-04-01,1251.900024,1297.400024,1243.000000,1266.099976,1266.099976,2210948019
2017-05-01,1268.699951,1273.199951,1214.000000,1272.000000,1272.000000,404733
2017-06-01,1268.000000,1295.199951,1238.099976,1240.699951,1240.699951,8948
2017-07-01,1241.699951,1277.300049,1204.000000,1266.599976,1266.599976,2376990246
2017-08-01,1268.400024,1323.800049,1251.400024,1316.199951,1316.199951,10098
2017-09-01,1320.199951,1355.800049,1277.000000,1281.500000,1281.500000,26808
2017-10-01,1282.199951,1308.400024,1260.500000,1267.000000,1267.000000,1605747936
2017-11-01,1272.199951,1300.099976,1265.300049,1277.900024,1277.900024,2847920918
2017-12-01,1274.099976,1306.300049,1236.500000,1306.300049,1306.300049,7596
2018-01-01,1305.300049,1365.400024,1302.300049,1339.000000,1339.000000,4214050197
2018-02-01,1343.800049,1361.400024,1307.000000,1315.500000,1315.500000,10243
2018-03-01,1310.400024,1354.400024,1301.800049,1322.800049,1322.800049,356297
2018-04-01,1330.699951,1369.400024,1309.599976,1316.199951,1316.199951,3213516281
2018-05-01,1313.199951,1320.800049,1285.199951,1300.099976,1300.099976,441893
2018-06-01,1298.599976,1307.699951,1244.800049,1251.300049,1251.300049,5166
2018-07-01,1249.900024,1262.300049,1211.699951,1223.699951,1223.699951,319715
2018-08-01,1222.900024,1223.699951,1161.400024,1200.300049,1200.300049,5996
2018-09-01,1206.300049,1218.000000,1180.000000,1191.500000,1191.500000,2861105313
2018-10-01,1191.599976,1238.599976,1183.699951,1212.300049,1212.300049,4126
2018-11-01,1215.400024,1236.000000,1196.300049,1220.199951,1220.199951,304805
2018-12-01,1227.800049,1286.500000,1221.300049,1284.699951,1284.699951,1932785358
2019-01-01,1285.000000,1331.099976,1275.300049,1319.699951,1319.699951,2608402502
2019-02-01,1320.300049,1344.000000,1301.599976,1312.800049,1312.800049,7989
2019-03-01,1312.199951,1322.900024,1281.000000,1293.000000,1293.000000,295700
2019-04-01,1291.800049,1309.099976,1266.000000,1282.800049,1282.800049,6961
2019-05-01,1278.699951,1311.900024,1266.599976,1310.199951,1310.199951,2185342576
2019-06-01,1312.500000,1442.900024,1307.000000,1409.699951,1409.699951,3590063213
2019-07-01,1386.599976,1444.199951,1382.800049,1426.099976,1426.099976,302051
2019-08-01,1411.300049,1549.300049,1400.900024,1519.099976,1519.099976,17142
2019-09-01,1535.199951,1566.199951,1463.500000,1465.699951,1465.699951,4181273676
2019-10-01,1468.699951,1518.199951,1458.300049,1511.400024,1511.400024,5233
2019-11-01,1511.000000,1511.599976,1447.099976,1465.599976,1465.599976,443701
2019-12-01,1462.800049,1529.000000,1453.300049,1520.000000,1520.000000,120952773
2020-01-01,1521.000000,1604.199951,1518.000000,1582.900024,1582.900024,50731229
2020-02-01,1597.800049,1686.599976,1547.699951,1642.500000,1642.500000,43029857
2020-03-01,1583.900024,1701.599976,1452.099976,1583.400024,1583.400024,3351838
2020-04-01,1570.000000,1775.000000,1570.000000,1684.199951,1684.199951,1445984
2020-05-01,1686.599976,1770.500000,1670.500000,1755.099976,1755.099976,32347521
2020-06-01,1740.400024,1793.199951,1668.599976,1793.000000,1793.000000,1880902
2020-07-01,1793.599976,1981.099976,1765.800049,1962.800049,1962.800049,2225222
2020-08-01,1997.400024,2063.000000,1871.599976,1967.599976,1967.599976,3668821
2020-09-01,1961.699951,1986.300049,1903.099976,1937.800049,1937.800049,2977
